Crop,SeedVariety,Season,SoilType,Soil_pH,WaterRequirement,TemperatureC,RainfallMM,HumidityPercent,State,SowingMonth,HarvestMonth,HarvestTimeDays,CommonDisease,PestControl,FertilizerType,FertilizerKgPerAcre,AverageMarketPriceINR_perKg, 
Orange,Arka Anamika,Kharif,Loamy,7.1,Low,26,1776,66,Maharashtra,August,September,147,Mildew,Biological Control,DAP,38,95,
Papaya,NRC 37,Kharif,Sandy Loam,6.1,Medium,26,1672,45,Haryana,May,July,159,Bacterial Blight,Chemical Pesticide,Potash,98,137,
Papaya,IR36,Zaid,Alluvial,7.5,Low,34,1453,69,Odisha,November,March,119,Mildew,Chemical Pesticide,NPK,101,34,
Papaya,Pusa Basmati 1121,Kharif,Clayey,6.2,Medium,31,1203,50,Uttar Pradesh,November,May,99,Leaf Spot,Biological Control,Nitrogen,24,138,
Papaya,NCS 145 Bt,Rabi,Black Soil,7.3,High,35,927,68,Maharashtra,June,March,156,Mildew,Neem Oil Spray,Compost,40,110,
Papaya,Pant U 19,Kharif,Black Soil,7,Low,38,334,60,Andhra Pradesh,March,October,97,Bacterial Blight,Biological Control,DAP,39,128,
Papaya,GHB 558,Rabi,Black Soil,6.5,Low,18,1541,40,Odisha,November,November,110,Bacterial Blight,Neem Oil Spray,NPK,62,150,
Papaya,Pusa Red,Annual,Clayey,6.7,High,25,818,51,Telangana,July,June,125,Bacterial Blight,Biological Control,Potash,99,86,
Papaya,Kranti,Zaid,Sandy Loam,6.7,Medium,25,622,75,West Bengal,October,June,104,Bacterial Blight,Integrated Pest Management,Potash,21,118,
Papaya,Arka Anamika,Rabi,Loamy,6.5,High,23,928,78,Madhya Pradesh,May,November,98,Wilt,Biological Control,DAP,118,87,
Papaya,GPU 28,Rabi,Black Soil,6.4,Medium,26,1175,83,Odisha,August,April,148,Mildew,Integrated Pest Management,NPK,82,63,
Peach,Pusa Masoor 5,Annual,Clayey,6.9,High,38,1740,63,Karnataka,October,July,105,Mildew,Chemical Pesticide,Nitrogen,87,120,
Peach,Arka Rakshak,Rabi,Loamy,5.8,Medium,38,1738,61,Karnataka,June,July,63,Leaf Spot,Biological Control,Nitrogen,34,67,
Peach,TMV 7,Zaid,Black Soil,7.5,Low,37,443,60,Maharashtra,November,September,106,Wilt,Integrated Pest Management,Potash,89,123,
Peach,PBW 343,Kharif,Clayey,7.7,Medium,19,951,78,Telangana,April,February,172,Blight,Crop Rotation,Nitrogen,110,13,
Peach,MACS 450,Rabi,Sandy Loam,7,High,38,1093,74,Telangana,January,September,68,Bacterial Blight,Chemical Pesticide,Compost,43,111,
Peach,GPU 28,Kharif,Black Soil,7.7,Low,32,563,48,Telangana,May,September,144,Blight,Integrated Pest Management,NPK,82,50,
Peach,Pusa Kranti,Kharif,Sandy Loam,5.7,Medium,25,398,66,Kerala,June,October,161,Blight,Crop Rotation,DAP,54,16,
Peach,JL 24,Kharif,Alluvial,7.5,Low,29,1451,83,Madhya Pradesh,June,June,100,Leaf Spot,Chemical Pesticide,DAP,20,62,
Peach,GG 20,Annual,Clayey,6.7,Medium,31,582,66,Tamil Nadu,December,February,93,Rust,Crop Rotation,Potash,32,64,
Peach,Pusa Red,Kharif,Alluvial,6.4,High,33,490,86,Haryana,October,December,106,Wilt,Biological Control,Nitrogen,119,62,
Pear,TAG 24,Annual,Loamy,7.1,Low,24,1624,45,Kerala,February,July,90,Wilt,Neem Oil Spray,Compost,95,71,
Pear,TC 25,Annual,Loamy,7.1,Medium,28,1210,83,Madhya Pradesh,February,January,141,Leaf Spot,Neem Oil Spray,NPK,105,146,
Pear,HQPM 1,Rabi,Sandy Loam,6.3,High,26,1628,87,Gujarat,December,April,78,Rust,Integrated Pest Management,DAP,31,149,
Pear,Deccan 103,Rabi,Alluvial,6.8,Medium,24,1890,68,Karnataka,September,February,135,Mildew,Neem Oil Spray,Nitrogen,75,85,
Pear,Pant Shubhra,Rabi,Sandy Loam,5.8,Medium,27,342,58,Madhya Pradesh,August,April,145,Wilt,Integrated Pest Management,Nitrogen,87,33,
Pear,TMV 7,Rabi,Black Soil,5.8,Low,31,439,77,Karnataka,April,September,192,Leaf Spot,Chemical Pesticide,Nitrogen,67,139,
Pear,Pant U 19,Rabi,Black Soil,7.4,Low,26,457,61,Telangana,January,July,105,Mildew,Chemical Pesticide,Nitrogen,97,144,
Pear,JS 95-60,Annual,Black Soil,5.7,Low,20,1499,80,Gujarat,April,January,95,Leaf Spot,Integrated Pest Management,DAP,70,29,
Pear,Asha,Rabi,Clayey,6.3,Medium,24,1499,78,Gujarat,August,January,135,Mildew,Chemical Pesticide,Nitrogen,117,68,
Pear,Lok 1,Rabi,Alluvial,7.3,Medium,37,1941,69,Kerala,November,April,166,Blight,Crop Rotation,NPK,77,22,
Pearl Millet,Pusa Sawani,Zaid,Black Soil,6.5,High,37,1205,48,Maharashtra,May,March,133,Rust,Integrated Pest Management,Compost,118,123,
Pearl Millet,DHM 117,Rabi,Loamy,6.2,Medium,27,2078,90,Tamil Nadu,October,December,81,Wilt,Crop Rotation,Compost,57,127,
Pearl Millet,Pusa Rohini,Kharif,Black Soil,7.8,High,38,1250,55,Maharashtra,February,August,171,Mildew,Neem Oil Spray,Potash,82,32,
Pearl Millet,JS 95-60,Annual,Sandy Loam,7.7,Medium,26,2039,53,Punjab,January,March,169,Wilt,Neem Oil Spray,DAP,89,39,
Pearl Millet,Kalyan Sona,Annual,Sandy Loam,6.9,Low,18,663,54,Punjab,May,August,85,Bacterial Blight,Chemical Pesticide,Potash,48,79,
Pearl Millet,Arka Vikas,Zaid,Loamy,5.9,Medium,37,1075,51,Bihar,May,December,152,Rust,Biological Control,NPK,98,43,
Pearl Millet,Kufri Chipsona 1,Rabi,Clayey,5.7,Medium,31,628,50,Bihar,October,July,196,Rust,Neem Oil Spray,Compost,116,68,
Pearl Millet,JG 11,Annual,Alluvial,5.6,High,24,394,82,Maharashtra,August,May,128,Mildew,Chemical Pesticide,Potash,101,55,
Pearl Millet,RT 46,Kharif,Loamy,7.6,Low,25,1435,42,Odisha,July,May,130,Leaf Spot,Biological Control,NPK,90,89,
Pearl Millet,Pusa Bold,Annual,Black Soil,7,Low,20,1655,48,Telangana,October,June,180,Rust,Chemical Pesticide,Nitrogen,56,113,
Peas,Samba Mahsuri,Zaid,Clayey,7.7,High,20,1185,86,Andhra Pradesh,February,April,160,Bacterial Blight,Integrated Pest Management,Potash,38,120,
Peas,Arka Rakshak,Rabi,Alluvial,6.1,High,31,1047,88,Telangana,September,December,122,Bacterial Blight,Integrated Pest Management,NPK,48,124,
Peas,Morden,Kharif,Loamy,7.2,High,35,2046,55,Rajasthan,March,January,180,Blight,Biological Control,Compost,80,82,
Peas,CSH 14,Zaid,Clayey,7,Low,28,1605,46,Andhra Pradesh,June,May,118,Bacterial Blight,Neem Oil Spray,Compost,20,120,
Peas,Bhima Super,Annual,Sandy Loam,7.6,Medium,25,1620,64,Uttar Pradesh,June,December,104,Leaf Spot,Integrated Pest Management,Compost,35,135,
Peas,Kufri Bahar,Annual,Black Soil,7.3,High,32,340,81,Uttar Pradesh,April,April,192,Bacterial Blight,Crop Rotation,Potash,52,52,
Peas,Pratap Makka 5,Annual,Alluvial,7.5,Low,33,1466,43,Karnataka,November,August,98,Blight,Crop Rotation,Compost,109,44,
Peas,Agrifound Light Red,Kharif,Alluvial,6.5,High,18,1924,84,Rajasthan,January,March,197,Rust,Neem Oil Spray,Nitrogen,41,35,
Peas,PL 406,Annual,Clayey,6,Low,36,1837,77,Rajasthan,July,May,97,Bacterial Blight,Chemical Pesticide,Compost,56,32,
Peas,JS 95-60,Kharif,Clayey,7,Low,25,669,75,Uttar Pradesh,February,September,90,Leaf Spot,Integrated Pest Management,Compost,81,128,
Pigeon Pea,PBW 343,Zaid,Loamy,7.7,High,25,1097,56,Karnataka,December,August,154,Blight,Biological Control,Potash,93,58,
Pigeon Pea,Indaf 9,Rabi,Loamy,6.1,High,20,319,69,Tamil Nadu,January,June,142,Leaf Spot,Neem Oil Spray,Potash,109,14,
Pigeon Pea,Pusa Basmati 1509,Zaid,Alluvial,7.3,Medium,22,794,84,Punjab,September,July,173,Wilt,Neem Oil Spray,Potash,88,82,
Pigeon Pea,Pratap Makka 5,Annual,Sandy Loam,6.8,Medium,34,1849,59,Bihar,December,August,127,Blight,Neem Oil Spray,Compost,103,34,
Pigeon Pea,Arka Nidhi,Kharif,Black Soil,6.1,Low,20,786,65,Uttar Pradesh,March,September,130,Mildew,Integrated Pest Management,DAP,33,113,
Pigeon Pea,JG 11,Annual,Black Soil,7,Medium,32,1266,76,Odisha,December,May,176,Leaf Spot,Chemical Pesticide,Nitrogen,21,121,
Pigeon Pea,Mallika Bt,Zaid,Black Soil,6.7,High,22,715,55,Punjab,January,February,107,Bacterial Blight,Integrated Pest Management,NPK,38,128,
Pigeon Pea,SML 668,Rabi,Alluvial,6.4,Low,27,1573,47,Haryana,March,October,105,Rust,Chemical Pesticide,Potash,30,93,
Pigeon Pea,RD 2552,Kharif,Sandy Loam,6.8,High,26,2076,41,Kerala,June,August,70,Wilt,Crop Rotation,Potash,37,115,
Pigeon Pea,Kufri Chipsona 1,Annual,Loamy,5.6,High,28,1733,57,Telangana,June,April,126,Blight,Crop Rotation,Compost,21,108,
Pineapple,GG 20,Zaid,Black Soil,6.5,Low,29,2138,89,Odisha,July,May,153,Blight,Integrated Pest Management,Compost,81,50,
Pineapple,Arka Vikas,Rabi,Black Soil,6.4,Medium,28,391,79,West Bengal,June,October,163,Rust,Neem Oil Spray,NPK,95,84,
Pineapple,Pusa Drumhead,Annual,Loamy,7.1,Low,29,1851,72,Andhra Pradesh,May,October,82,Bacterial Blight,Integrated Pest Management,DAP,93,133,
Pineapple,Samba Mahsuri,Kharif,Sandy Loam,6.2,Medium,30,1246,90,Karnataka,June,July,200,Leaf Spot,Crop Rotation,DAP,90,61,
Pineapple,Pratap Makka 5,Rabi,Loamy,6.1,Low,20,956,54,Madhya Pradesh,July,May,67,Bacterial Blight,Biological Control,Compost,100,90,
Pineapple,GHB 558,Zaid,Sandy Loam,6.6,High,37,818,48,Odisha,December,December,114,Leaf Spot,Biological Control,DAP,26,22,
Pineapple,Pusa Red,Zaid,Sandy Loam,7.3,High,27,944,69,Rajasthan,March,January,180,Leaf Spot,Chemical Pesticide,DAP,111,84,
Pineapple,ADT 43,Kharif,Loamy,6.7,Low,31,468,65,Odisha,February,August,184,Mildew,Biological Control,Nitrogen,41,111,
Pineapple,Bunny Bt,Zaid,Loamy,6.8,Low,25,354,55,Uttar Pradesh,September,October,197,Mildew,Chemical Pesticide,Potash,34,82,
Pineapple,NCS 145 Bt,Kharif,Loamy,7.4,Low,37,329,89,Uttar Pradesh,May,April,196,Leaf Spot,Neem Oil Spray,DAP,72,89,
Plum,Rohini,Annual,Black Soil,5.5,High,25,1703,62,Karnataka,April,June,158,Mildew,Neem Oil Spray,Compost,28,110,
Plum,Kufri Jyoti,Kharif,Clayey,6.2,High,35,1626,47,Haryana,December,December,63,Bacterial Blight,Biological Control,NPK,98,28,
Plum,Pusa Bold,Rabi,Sandy Loam,6.4,Medium,18,1434,59,Rajasthan,April,November,78,Blight,Neem Oil Spray,Nitrogen,119,19,
Plum,ICTP 8203,Zaid,Alluvial,5.8,Low,32,2055,85,West Bengal,January,March,104,Mildew,Chemical Pesticide,DAP,107,136,
Plum,PBW 343,Rabi,Sandy Loam,6.4,Medium,30,354,83,Rajasthan,December,August,197,Rust,Chemical Pesticide,Nitrogen,109,120,
Plum,Pusa Rohini,Zaid,Sandy Loam,6.3,Low,31,1139,70,Gujarat,May,June,141,Mildew,Biological Control,Nitrogen,84,108,
Plum,N53,Rabi,Clayey,6.2,High,21,1269,85,Telangana,June,November,149,Wilt,Chemical Pesticide,NPK,91,76,
Plum,Kranti,Kharif,Clayey,7.6,Low,33,1942,55,Bihar,April,May,113,Mildew,Biological Control,NPK,85,88,
Plum,Arka Nidhi,Rabi,Loamy,6.9,Low,36,1442,68,Madhya Pradesh,December,March,139,Rust,Crop Rotation,Nitrogen,80,116,
Plum,Asha,Rabi,Clayey,7.6,Low,20,1246,49,Kerala,December,August,156,Mildew,Crop Rotation,Potash,103,128,
Pomegranate,Vivek QPM 9,Zaid,Black Soil,6.3,High,22,1583,44,Andhra Pradesh,March,October,96,Bacterial Blight,Neem Oil Spray,Potash,69,135,
Pomegranate,RD 2552,Kharif,Sandy Loam,7.5,Low,19,2019,86,Karnataka,August,August,93,Wilt,Biological Control,DAP,42,60,
Pomegranate,Asha,Zaid,Clayey,7.7,Low,24,1112,83,Uttar Pradesh,April,May,96,Wilt,Integrated Pest Management,Nitrogen,105,38,
Pomegranate,Pusa Red,Zaid,Loamy,6.4,Low,38,966,80,Andhra Pradesh,May,October,111,Bacterial Blight,Neem Oil Spray,Compost,53,88,
Pomegranate,GG 20,Rabi,Black Soil,5.5,High,19,1667,63,Telangana,March,March,63,Leaf Spot,Integrated Pest Management,DAP,106,17,
Pomegranate,TAG 24,Rabi,Loamy,5.9,Low,19,1035,78,Telangana,February,September,162,Mildew,Crop Rotation,Potash,117,123,
Pomegranate,Arka Nidhi,Annual,Sandy Loam,5.7,Low,21,2103,66,Uttar Pradesh,June,March,80,Blight,Integrated Pest Management,Compost,52,121,
Pomegranate,Varuna,Rabi,Alluvial,5.8,Medium,28,764,40,Odisha,August,August,65,Mildew,Biological Control,Potash,102,127,
Pomegranate,Pusa Chetki,Rabi,Loamy,5.6,Low,34,329,80,Odisha,November,February,169,Blight,Crop Rotation,NPK,64,42,
Pomegranate,Pratap Makka 5,Rabi,Black Soil,5.8,Low,20,1516,80,Bihar,September,April,170,Blight,Integrated Pest Management,Nitrogen,31,23,
Potato,Pusa Masoor 5,Annual,Sandy Loam,7.1,Low,19,1348,88,Punjab,March,January,121,Mildew,Crop Rotation,DAP,85,135,
Potato,GHB 558,Rabi,Loamy,7,High,22,1429,57,Andhra Pradesh,April,November,169,Blight,Crop Rotation,Compost,23,66,
Potato,Kalyan Sona,Rabi,Black Soil,7,High,23,2045,82,Andhra Pradesh,November,April,175,Leaf Spot,Integrated Pest Management,DAP,71,16,
Potato,PL 406,Kharif,Black Soil,7.5,High,29,2095,42,Bihar,June,February,61,Rust,Crop Rotation,Potash,61,52,
Potato,Mallika Bt,Annual,Black Soil,5.9,Low,31,2116,48,Karnataka,February,January,128,Blight,Biological Control,Potash,115,138,
Potato,Pusa Drumhead,Zaid,Sandy Loam,6,Medium,27,1660,54,Kerala,July,September,142,Blight,Chemical Pesticide,Compost,115,47,
Potato,ADT 43,Annual,Clayey,7.5,High,22,1823,49,Madhya Pradesh,May,January,180,Blight,Chemical Pesticide,Nitrogen,54,33,
Potato,MTU1010,Annual,Sandy Loam,5.7,Low,22,957,84,Gujarat,November,January,134,Mildew,Integrated Pest Management,DAP,27,41,
Potato,SML 668,Rabi,Loamy,6.8,High,36,1872,59,Gujarat,December,June,134,Wilt,Biological Control,Compost,99,140,
Potato,Bhima Super,Kharif,Black Soil,7.7,High,28,1105,69,Kerala,July,March,68,Blight,Crop Rotation,NPK,46,51,
Proso Millet,Bhima Super,Kharif,Black Soil,7.6,Medium,29,503,49,Uttar Pradesh,May,June,168,Rust,Chemical Pesticide,Potash,58,126,
Proso Millet,HD 2967,Rabi,Loamy,6.4,High,33,757,49,Odisha,December,November,89,Rust,Neem Oil Spray,NPK,51,17,
Proso Millet,GHB 558,Rabi,Black Soil,6.8,Low,27,1744,66,Karnataka,January,August,103,Bacterial Blight,Integrated Pest Management,DAP,117,89,
Proso Millet,Samba Mahsuri,Kharif,Black Soil,6.3,High,35,640,76,Odisha,March,November,71,Blight,Neem Oil Spray,Potash,90,43,
Proso Millet,Arka Nidhi,Rabi,Loamy,6.1,Low,18,1452,54,Haryana,January,February,139,Blight,Integrated Pest Management,Compost,34,10,
Proso Millet,Pusa Masoor 5,Kharif,Loamy,5.8,High,18,1711,79,Gujarat,July,October,122,Wilt,Chemical Pesticide,NPK,30,31,
Proso Millet,Ganga 5,Kharif,Alluvial,7.5,Medium,27,1366,76,Rajasthan,October,August,136,Mildew,Chemical Pesticide,Potash,99,37,
Proso Millet,TMV 7,Zaid,Loamy,7,Low,18,925,85,Haryana,December,July,114,Mildew,Biological Control,NPK,101,121,
Proso Millet,Pant Shubhra,Annual,Loamy,7.1,Low,35,1260,65,Bihar,March,February,117,Rust,Crop Rotation,Nitrogen,84,150,
Proso Millet,Co 99004,Rabi,Clayey,7,Medium,20,476,70,Bihar,September,February,156,Leaf Spot,Integrated Pest Management,Compost,70,69,
Pumpkin,PU 31,Rabi,Black Soil,5.5,Medium,35,683,48,Madhya Pradesh,February,January,184,Leaf Spot,Biological Control,NPK,116,51,
Pumpkin,PL 406,Rabi,Black Soil,7,Medium,18,1298,77,Punjab,August,July,79,Blight,Crop Rotation,Potash,116,132,
Pumpkin,Pratap Makka 5,Kharif,Alluvial,5.9,High,25,1481,63,Bihar,June,May,96,Bacterial Blight,Biological Control,NPK,92,140,
Pumpkin,CSH 14,Annual,Loamy,6.2,Low,38,366,43,Andhra Pradesh,March,November,163,Blight,Neem Oil Spray,DAP,83,127,
Pumpkin,JG 11,Rabi,Loamy,7,Medium,18,1903,90,Bihar,September,January,118,Leaf Spot,Crop Rotation,Compost,69,63,
Pumpkin,RD 2668,Kharif,Black Soil,6.3,Medium,19,672,58,West Bengal,October,August,87,Bacterial Blight,Biological Control,Nitrogen,50,96,
Pumpkin,PDM 139,Zaid,Alluvial,7.7,High,34,324,68,Bihar,January,February,176,Leaf Spot,Chemical Pesticide,Potash,115,137,
Pumpkin,ML 365,Rabi,Black Soil,7,Medium,29,524,45,Telangana,June,August,81,Bacterial Blight,Crop Rotation,Compost,111,144,
Pumpkin,RD 2035,Rabi,Clayey,6.1,High,32,1987,59,Karnataka,December,August,72,Bacterial Blight,Biological Control,Potash,64,123,
Pumpkin,Pusa Sawani,Kharif,Loamy,6.7,Medium,25,1629,52,Punjab,November,January,135,Bacterial Blight,Crop Rotation,NPK,95,86,
Radish,Co 99004,Kharif,Alluvial,6.3,Medium,33,2176,57,Gujarat,July,June,84,Rust,Biological Control,Nitrogen,39,29,
Radish,KBSH 41,Rabi,Loamy,6.1,High,19,736,80,Rajasthan,March,February,150,Leaf Spot,Biological Control,Potash,102,86,
Radish,Golden Acre,Rabi,Clayey,5.6,Medium,35,831,51,Telangana,April,July,161,Mildew,Integrated Pest Management,Compost,98,44,
Radish,DPL 62,Zaid,Sandy Loam,7.1,High,28,923,67,Kerala,May,March,115,Wilt,Crop Rotation,Potash,100,35,
Radish,PDM 139,Zaid,Alluvial,7.1,Low,20,1191,59,Odisha,May,October,118,Mildew,Neem Oil Spray,Compost,44,92,
Radish,Kufri Pukhraj,Kharif,Alluvial,6.3,High,30,2102,82,Kerala,December,May,121,Blight,Chemical Pesticide,Nitrogen,59,67,
Radish,JG 14,Annual,Loamy,7.4,Medium,20,2073,80,Odisha,December,December,192,Rust,Biological Control,Nitrogen,115,23,
Radish,Deccan 103,Kharif,Clayey,6.8,High,29,343,47,Punjab,May,December,176,Bacterial Blight,Integrated Pest Management,NPK,102,53,
Radish,Pusa Chetki,Zaid,Alluvial,5.7,Low,33,1983,51,Kerala,June,September,77,Leaf Spot,Chemical Pesticide,Compost,32,13,
Radish,Morden,Kharif,Alluvial,5.8,High,34,1873,51,Maharashtra,October,September,131,Blight,Chemical Pesticide,NPK,83,40,
Rapeseed,Agrifound Light Red,Kharif,Sandy Loam,6.9,Medium,28,525,60,Telangana,July,June,116,Leaf Spot,Crop Rotation,DAP,22,109,
Rapeseed,ICTP 8203,Kharif,Alluvial,7.5,Low,21,1686,45,Punjab,March,January,172,Bacterial Blight,Chemical Pesticide,Potash,108,48,
Rapeseed,PU 31,Annual,Sandy Loam,7,High,31,1790,53,Maharashtra,May,February,109,Bacterial Blight,Integrated Pest Management,Compost,34,113,
Rapeseed,KBSH 1,Annual,Black Soil,6.4,Low,24,1242,83,Maharashtra,August,January,118,Bacterial Blight,Integrated Pest Management,NPK,34,17,
Rapeseed,Pusa Sawani,Kharif,Clayey,7.8,Low,21,769,81,Haryana,June,December,97,Wilt,Neem Oil Spray,DAP,85,55,
Rapeseed,Kranti,Annual,Black Soil,7,Medium,24,1480,73,Odisha,January,October,92,Wilt,Neem Oil Spray,Potash,117,109,
Rapeseed,Pusa Drumhead,Rabi,Loamy,7.3,Medium,26,1735,87,Tamil Nadu,November,April,149,Blight,Integrated Pest Management,NPK,61,122,
Rapeseed,DBW 17,Annual,Clayey,6.1,High,31,585,50,Punjab,March,January,61,Mildew,Chemical Pesticide,Potash,23,39,
Rapeseed,JG 14,Annual,Clayey,7.7,Low,30,792,85,Bihar,October,January,65,Bacterial Blight,Chemical Pesticide,Nitrogen,77,40,
Rapeseed,TC 25,Zaid,Black Soil,7,High,24,1422,47,Andhra Pradesh,August,December,113,Mildew,Integrated Pest Management,Compost,21,50,
Rice,Pusa Vishal,Kharif,Clayey,7,Low,38,742,73,Haryana,July,October,114,Mildew,Neem Oil Spray,Compost,24,66,
Rice,Pant Shubhra,Rabi,Loamy,7,High,37,1470,62,Tamil Nadu,February,January,64,Bacterial Blight,Neem Oil Spray,DAP,21,41,
Rice,T9,Zaid,Clayey,7,Low,28,496,86,Telangana,February,January,127,Leaf Spot,Neem Oil Spray,DAP,94,127,
Rice,Pant U 19,Annual,Loamy,6.7,High,18,1292,44,Odisha,April,May,62,Blight,Integrated Pest Management,Compost,74,133,
Rice,Kranti,Annual,Loamy,5.8,Low,21,452,75,Maharashtra,April,June,188,Rust,Chemical Pesticide,Nitrogen,88,60,
Rice,ICTP 8203,Annual,Black Soil,6,Medium,34,409,83,Uttar Pradesh,October,July,168,Wilt,Biological Control,Potash,119,49,
Rice,Vivek QPM 9,Zaid,Black Soil,6.8,Low,32,2167,74,Gujarat,August,April,165,Wilt,Biological Control,Potash,52,56,
Rice,Nantes,Zaid,Alluvial,7.7,High,19,1451,83,Kerala,February,March,83,Mildew,Crop Rotation,Compost,96,37,
Rice,Pusa Ruby,Zaid,Sandy Loam,6.2,High,38,997,74,Tamil Nadu,February,December,158,Wilt,Crop Rotation,Potash,84,83,
Rice,ICPL 87119,Rabi,Black Soil,6.5,Medium,25,1131,85,Rajasthan,September,August,79,Leaf Spot,Chemical Pesticide,Potash,88,84,
Ridge Gourd,TC 25,Rabi,Sandy Loam,5.9,High,24,1083,54,Bihar,October,December,124,Leaf Spot,Neem Oil Spray,Compost,76,115,
Ridge Gourd,HHB 67,Rabi,Alluvial,7.5,High,29,495,45,Maharashtra,January,October,181,Blight,Integrated Pest Management,DAP,117,16,
Ridge Gourd,ADT 43,Kharif,Black Soil,7.4,High,28,1901,90,Tamil Nadu,February,September,91,Bacterial Blight,Neem Oil Spray,DAP,72,34,
Ridge Gourd,Arka Vikas,Zaid,Black Soil,6.4,High,24,304,90,Bihar,March,September,188,Leaf Spot,Chemical Pesticide,Compost,92,116,
Ridge Gourd,Pusa Sawani,Annual,Alluvial,7.2,High,19,1699,66,Uttar Pradesh,August,November,125,Bacterial Blight,Crop Rotation,Compost,85,22,
Ridge Gourd,Arka Rakshak,Zaid,Sandy Loam,7,Medium,37,2077,71,Uttar Pradesh,June,March,107,Wilt,Biological Control,Nitrogen,72,52,
Ridge Gourd,HD 3086,Kharif,Sandy Loam,7.1,Low,36,940,88,Bihar,May,June,85,Leaf Spot,Neem Oil Spray,Potash,113,41,
Ridge Gourd,Pratap Makka 5,Zaid,Clayey,6.5,Medium,29,1941,44,Andhra Pradesh,September,February,142,Bacterial Blight,Biological Control,Potash,76,19,
Ridge Gourd,Pusa Bold,Zaid,Sandy Loam,7.3,High,25,1145,80,Maharashtra,February,September,98,Bacterial Blight,Biological Control,Nitrogen,28,49,
Ridge Gourd,Maruti,Kharif,Black Soil,7.3,High,26,420,83,Andhra Pradesh,September,February,168,Rust,Biological Control,DAP,30,42,
Rubber,Kranti,Rabi,Loamy,6.1,High,23,1637,84,Tamil Nadu,June,July,80,Leaf Spot,Biological Control,Nitrogen,94,46,
Rubber,CO 2,Zaid,Sandy Loam,6.2,High,38,1784,62,Maharashtra,October,November,88,Wilt,Chemical Pesticide,DAP,67,25,
Rubber,TC 25,Kharif,Clayey,5.9,Low,38,1435,74,Madhya Pradesh,December,February,176,Blight,Crop Rotation,Potash,59,33,
Rubber,Lok 1,Annual,Alluvial,7,Medium,21,349,80,Madhya Pradesh,December,October,62,Rust,Biological Control,Potash,114,16,
Rubber,Kufri Bahar,Annual,Clayey,6.9,Medium,36,1650,49,Karnataka,June,May,183,Blight,Neem Oil Spray,Nitrogen,111,35,
Rubber,Mallika Bt,Rabi,Alluvial,6.9,Medium,25,1666,57,Kerala,February,May,110,Rust,Neem Oil Spray,NPK,93,38,
Rubber,IR36,Annual,Clayey,6.7,High,37,1059,83,Maharashtra,February,February,89,Bacterial Blight,Crop Rotation,Potash,30,63,
Rubber,ICPL 87119,Kharif,Alluvial,6.4,Low,37,1381,49,Odisha,January,September,98,Rust,Biological Control,NPK,70,13,
Rubber,PBW 343,Rabi,Sandy Loam,7.8,Medium,29,1201,83,Tamil Nadu,January,June,74,Rust,Crop Rotation,Compost,111,100,
Rubber,PL 639,Rabi,Black Soil,6.3,Low,19,1818,63,Madhya Pradesh,April,November,186,Wilt,Crop Rotation,NPK,48,35,
Safflower,GG 20,Rabi,Alluvial,7.3,Low,22,2049,50,Gujarat,March,May,116,Leaf Spot,Chemical Pesticide,Compost,91,15,
Safflower,Samba Mahsuri,Zaid,Sandy Loam,7.5,High,36,1466,73,Gujarat,December,October,186,Blight,Chemical Pesticide,Compost,119,58,
Safflower,Pusa Kesar,Kharif,Sandy Loam,7,Medium,25,1875,70,Telangana,July,February,134,Wilt,Chemical Pesticide,NPK,47,32,
Safflower,RD 2035,Zaid,Clayey,7.7,Low,25,1243,75,West Bengal,June,April,68,Leaf Spot,Biological Control,NPK,67,60,
Safflower,TMV 7,Annual,Loamy,6.8,Medium,26,1230,59,Telangana,November,November,192,Bacterial Blight,Crop Rotation,Nitrogen,87,126,
Safflower,GPU 45,Annual,Clayey,5.9,Medium,20,2123,58,Maharashtra,April,November,132,Bacterial Blight,Integrated Pest Management,Compost,94,37,
Safflower,Mallika Bt,Annual,Clayey,7.7,Medium,25,640,83,Gujarat,August,August,112,Leaf Spot,Biological Control,DAP,60,17,
Safflower,Kufri Chipsona 1,Zaid,Sandy Loam,7.1,Medium,37,1871,53,Telangana,January,December,109,Mildew,Biological Control,Compost,109,111,
Safflower,Co 0238,Annual,Clayey,6.4,High,29,681,65,Maharashtra,September,June,85,Wilt,Crop Rotation,Nitrogen,92,99,
Safflower,Arka Shirish,Annual,Black Soil,6.2,High,34,2016,79,Rajasthan,February,April,138,Rust,Chemical Pesticide,Potash,95,57,
